credit.policy,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_major_purchase,purpose_small_business,not.fully.paid
0,0.1565,586.02,11.40756495,22.09,697,4771.0,26901,43.2,7,1,0,False,True,False,False,False,False,0
1,0.1189,331.64,11.22524339,15.25,727,5130.0,7642,28.2,1,0,0,False,True,False,False,False,False,0
1,0.0988,483.16,11.08214255,6.76,757,6930.0,16223,22.9,0,0,0,False,True,False,False,False,False,0
0,0.1709,24.99,9.942708266,28.42,662,1208.041667,1878,22.6,3,0,0,False,False,False,False,False,False,0
1,0.1083,45.73,9.210340372,21.84,697,3630.0,5032,47.5,0,0,0,True,False,False,False,False,False,0
0,0.1218,166.5,11.91839057,20.18,702,6900.0,163522,85.4,1,0,0,False,True,False,False,False,False,1
1,0.1322,40.57,10.03819326,10.54,682,1709.958333,4826,57.5,2,0,0,False,True,False,False,False,False,0
1,0.0859,63.23,9.903687533,8.7,747,4289.958333,4622,19.3,0,0,0,False,False,False,False,False,False,1
1,0.1357,441.6,11.62625415,15.01,702,4170.0,46306,56.6,1,0,0,True,False,False,False,False,False,0
1,0.1209,399.09,11.12726298,4.29,697,1710.0,9273,19.7,1,0,0,False,True,False,False,False,False,0
1,0.0963,385.14,11.19547123,9.26,752,2969.958333,4087,23.4,0,0,0,False,False,False,False,False,False,1
1,0.1505,416.3,11.75194237,11.85,662,4410.0,28218,85.0,2,0,0,False,False,False,True,False,False,0
1,0.1982,229.86,9.862665558,0.0,667,1440.0,0,0.0,0,0,1,False,False,False,False,False,True,1
1,0.1347,182.34,10.16585182,23.68,687,2280.0,16757,85.1,0,0,0,True,False,False,False,False,False,0
0,0.1287,100.9,9.629050707,13.58,712,4891.0,0,62.1,7,0,0,False,False,True,False,False,False,1
0,0.1482,79.53,11.22524339,16.05,652,3029.958333,894,89.4,1,0,0,False,False,False,False,False,False,1
0,0.1046,81.21,10.71441777,17.95,687,6660.041667,3092,14.9,6,0,2,False,False,False,False,False,False,0
1,0.1218,199.8,10.08580911,9.65,747,3690.041667,3380,31.9,4,0,0,False,True,False,False,False,False,1
1,0.1739,716.95,11.75194237,11.39,662,4740.0,28882,48.3,0,2,0,False,True,False,False,False,False,0
1,0.1392,358.44,11.16336799,22.21,757,3690.0,9551,29.2,0,0,0,False,False,False,False,False,True,1
1,0.0774,156.1,10.62132735,17.68,752,3390.0,1757,9.3,1,0,0,False,False,False,True,False,False,0
1,0.1095,40.9,11.77528973,5.18,707,4110.041667,26652,80.5,2,0,0,True,False,False,False,False,False,0
1,0.0894,158.86,10.23895929,6.13,742,4110.0,6479,36.2,1,1,0,False,True,False,False,False,False,0
0,0.08,338.43,11.55214618,16.13,792,8370.0,186072,17.9,0,0,0,False,False,False,False,False,False,0
1,0.1159,247.65,11.66650455,11.89,687,2910.0,25588,58.0,1,0,0,True,False,False,False,False,False,0
1,0.0932,319.47,10.6214249,7.43,752,4079.958333,11314,37.1,2,0,0,False,True,False,False,False,False,0
1,0.1284,181.54,10.46310334,23.07,707,1499.958333,7828,23.9,2,0,0,False,True,False,False,False,False,0
1,0.1357,161.36,10.23422911,24.96,702,1740.958333,3029,94.7,1,0,0,False,True,False,False,False,False,0
1,0.0932,31.95,11.35040654,7.27,732,6510.0,5690,21.5,0,0,0,False,False,False,False,False,False,0
1,0.1821,319.08,11.20775808,21.85,672,4680.0,24471,74.5,2,0,0,True,False,False,False,False,False,0
1,0.167,514.77,10.26813067,7.54,677,1230.041667,5465,80.4,2,0,0,False,False,False,False,False,False,1
1,0.0894,476.58,11.60823564,7.07,797,6510.958333,7586,52.7,1,0,0,True,False,False,False,False,False,0
1,0.1474,207.23,11.5211317,4.96,672,3930.0,3402,47.9,2,0,0,False,True,False,False,False,False,0
1,0.1218,133.2,11.00209984,11.52,692,7619.958333,17883,73.6,1,1,0,False,True,False,False,False,False,0
1,0.1146,59.33,11.00209984,18.42,682,4470.041667,4170,59.2,0,1,0,False,True,False,False,False,False,0
1,0.1843,188.22,10.1266311,20.64,662,3780.0,16177,67.6,2,0,0,False,False,False,False,False,True,0
1,0.0859,221.28,11.51292546,11.18,737,6420.041667,73196,16.6,2,0,0,False,True,False,False,False,False,0
1,0.0743,155.38,11.46163217,3.83,772,2535.0,3660,6.8,0,0,0,False,False,False,False,False,False,0
1,0.1253,669.33,11.00209984,2.6,747,3570.0,6621,76.1,2,0,0,False,False,False,True,False,False,0
