credit.policy,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_major_purchase,purpose_small_business,not.fully.paid
0,0.1064,244.27,10.59663473,2.07,702,11730.0,599,3.2,8,1,1,True,False,False,False,False,False,1
1,0.0774,280.97,11.23843599,11.84,772,7440.041667,9910,15.3,1,0,0,False,False,False,False,False,False,0
0,0.1557,559.13,10.6454249,6.83,707,10410.04167,8044,30.7,8,0,0,False,False,True,False,False,False,0
1,0.167,860.91,11.74403719,17.14,682,8369.958333,46226,97.9,1,0,0,False,True,False,False,False,False,0
1,0.1221,499.73,10.7464331,7.88,717,2460.0,22197,37.8,1,0,0,False,True,False,False,False,False,0
0,0.1482,138.31,10.12647109,3.55,642,509.9583333,2387,88.4,3,0,0,False,False,False,False,False,False,0
1,0.145,663.47,10.42228135,9.86,667,2940.0,8731,56.7,1,0,0,False,True,False,False,False,False,1
1,0.1267,563.4,11.00209984,20.06,697,4560.041667,10686,49.4,0,0,0,False,False,False,False,True,False,0
0,0.1418,136.21,10.08580911,29.7,727,5640.0,9862,16.4,0,1,0,True,False,False,False,False,False,0
1,0.1311,506.18,11.69524702,16.69,692,4470.0,26519,61.4,1,1,0,False,False,False,False,False,False,0
1,0.08,156.69,11.28978191,3.75,762,12668.04167,8366,7.1,0,0,0,False,False,False,True,False,False,0
1,0.1411,205.38,10.49127422,21.3,662,2550.0,8710,23.9,0,1,0,False,True,False,False,False,False,1
0,0.0964,61.0,11.51292546,10.0,707,6360.041667,0,41.5,6,0,0,False,True,False,False,False,False,0
1,0.1379,340.76,11.16863071,24.91,692,8850.0,6344,32.4,0,1,0,False,True,False,False,False,False,0
1,0.1166,330.53,10.81174611,8.4,687,3300.0,11735,93.9,2,0,0,False,True,False,False,False,False,0
0,0.1249,42.65,10.59663473,10.0,707,5790.0,0,51.5,8,0,0,False,False,False,False,False,False,1
1,0.0894,76.26,10.03407712,17.06,772,6390.958333,8043,29.2,0,0,0,False,False,False,False,False,False,0
1,0.1166,240.46,10.91348718,16.91,712,4859.958333,17581,98.2,0,0,0,True,False,False,False,False,False,1
1,0.1461,155.14,10.81977828,19.78,737,2459.958333,7114,9.2,2,0,0,False,True,False,False,False,False,0
1,0.1843,305.51,10.4125917,4.18,667,1800.0,3244,73.7,1,0,0,False,False,False,False,False,True,0
1,0.1316,236.4,10.50506754,22.32,702,4859.958333,15394,95.8,1,0,0,False,False,False,False,False,False,0
1,0.0768,187.15,11.42081018,1.29,777,4200.041667,5921,10.5,0,0,0,False,False,False,False,False,False,0
1,0.1236,767.89,11.46163217,16.07,702,2580.0,806,10.3,2,0,0,True,False,False,False,False,False,1
1,0.0838,403.36,11.08214255,7.26,757,5580.041667,4365,51.4,0,0,0,False,True,False,False,False,False,0
1,0.1148,712.12,11.83500896,22.09,792,4208.041667,682,3.3,1,0,0,False,True,False,False,False,False,0
1,0.157,350.11,11.19684392,3.29,662,6960.0,4322,86.4,0,0,4,False,False,False,False,True,False,0
1,0.1253,117.14,10.46310334,13.39,707,4889.958333,7730,33.6,1,0,0,True,False,False,False,False,False,0
1,0.1221,333.15,11.42958733,10.45,702,3419.958333,17328,45.7,0,0,0,False,False,False,False,False,False,1
1,0.1632,439.66,10.66886237,12.5,667,1470.0,7722,82.1,2,0,0,False,True,False,False,False,False,0
1,0.1505,260.19,12.36563722,15.01,672,7500.0,82153,88.1,0,0,0,False,False,False,False,False,False,0
1,0.08,188.02,11.13453063,3.63,757,2790.0,508,6.1,0,0,0,False,False,False,False,False,False,0
1,0.1253,174.03,10.16585182,21.0,692,4080.0,7839,37.7,2,0,0,False,True,False,False,False,False,0
1,0.0751,311.1,10.08580911,10.8,787,5520.0,663,1.7,3,0,0,False,True,False,False,False,False,0
0,0.1505,329.57,10.96301245,12.31,707,10140.0,25506,98.9,4,0,0,False,True,False,False,False,False,0
1,0.1904,916.95,12.34583459,14.43,667,5970.041667,39476,78.3,0,0,0,False,False,False,False,False,False,0
1,0.167,319.52,10.91508846,6.83,662,1140.0,8419,65.8,0,0,0,False,True,False,False,False,False,0
1,0.1126,591.54,11.1051978,10.93,742,5550.0,29596,30.8,0,0,0,False,True,False,False,False,False,1
1,0.1148,692.34,11.77528973,23.43,792,4205.041667,682,3.3,1,0,0,False,False,False,False,False,False,0
1,0.08,228.76,10.88930435,11.08,752,1920.041667,4381,14.3,1,0,0,False,True,False,False,False,False,0
1,0.1348,407.09,11.56171563,11.18,682,7680.0,1392,13.9,1,0,0,False,True,False,False,False,False,0
0,0.1091,196.18,8.853665428,8.57,682,334.0,0,25.2,2,0,0,False,False,False,False,False,False,1
0,0.2011,735.06,13.30468493,14.39,672,7620.0,952013,99.0,6,0,0,False,False,False,False,False,True,0
1,0.1347,529.2,10.87804719,18.66,697,3119.958333,13514,92.6,2,0,0,False,True,False,False,False,False,0
1,0.1103,163.77,11.42566678,12.44,682,5700.0,7945,41.4,2,0,0,False,False,False,True,False,False,0
1,0.1158,138.66,10.37349118,22.09,702,2945.0,14166,81.4,0,0,0,False,False,False,True,False,False,0
1,0.08,219.36,11.13470581,8.22,752,8580.041667,2932,17.2,0,0,0,True,False,False,False,False,False,0
1,0.0963,231.08,11.24723969,11.14,722,3510.041667,9222,48.0,1,1,0,True,False,False,False,False,False,0
1,0.1663,532.05,11.2586008,20.15,692,3900.041667,36123,98.4,3,0,0,False,True,False,False,False,False,0
1,0.1411,171.15,10.73630972,12.11,672,2700.041667,10523,57.8,0,1,0,False,True,False,False,False,False,0
1,0.0774,156.1,10.9331784,5.12,777,4830.0,33215,65.1,2,0,0,False,False,False,False,True,False,0
1,0.0743,77.69,13.16542287,2.45,762,6240.0,141287,9.4,5,1,0,False,False,False,False,False,False,0
1,0.0945,272.09,10.81985828,17.33,737,2430.041667,9048,26.6,1,0,0,False,True,False,False,False,False,0
1,0.1221,499.73,11.2515607,14.96,712,4860.041667,30985,79.4,3,0,0,True,False,False,False,False,False,0
1,0.1565,195.93,11.77528973,6.94,667,7229.958333,9044,93.2,0,0,0,False,True,False,False,False,False,0
1,0.0894,190.63,10.6454249,18.23,722,5850.0,4836,62.0,3,0,0,True,False,False,False,False,False,0
1,0.1322,283.93,10.81977828,12.5,707,2580.0,3972,92.4,3,0,0,False,False,False,False,True,False,0
1,0.1442,206.3,11.51292546,13.57,662,5157.0,27254,80.4,0,0,0,False,True,False,False,False,False,0
1,0.0859,249.72,11.41861479,15.2,812,10320.04167,3950,4.9,0,0,0,True,False,False,False,False,False,0
0,0.1287,336.34,11.51288546,15.29,707,3060.0,6386,24.2,4,0,0,False,True,False,False,False,False,0
1,0.1128,164.36,11.32664408,13.53,687,8189.958333,16389,57.7,3,0,1,False,False,False,True,False,False,1
1,0.1254,226.78,11.37779279,20.95,702,6630.0,31518,93.2,0,0,0,True,False,False,False,False,False,0
0,0.2052,898.27,11.73606902,16.62,762,4231.041667,0,0.0,9,0,0,False,False,False,False,False,True,0
0,0.1039,811.27,13.45883561,0.81,737,3630.0,200583,23.1,1,0,0,False,False,False,False,False,False,1
1,0.1221,333.15,11.09741002,10.76,792,5850.0,0,0.0,7,0,0,False,False,False,False,False,True,1
1,0.1095,98.15,10.98026315,7.4,722,5040.0,11855,76.0,2,1,0,False,False,False,False,True,False,1
1,0.0774,156.1,9.61580548,15.6,757,6870.0,11602,37.9,2,0,0,False,True,False,False,False,False,0
1,0.06,194.7,10.4341158,17.12,742,2430.041667,7005,40.0,0,0,0,True,False,False,False,False,False,0
0,0.1607,87.99,10.77895629,14.2,667,4080.0,1530,36.4,7,0,0,False,False,False,True,False,False,1
1,0.1565,510.8,11.48246626,18.73,662,4440.041667,31485,58.6,0,0,0,False,True,False,False,False,False,1
1,0.1505,499.56,10.65725935,7.0,677,4530.041667,7854,81.0,0,0,0,True,False,False,False,False,False,0
1,0.0774,199.8,9.655026193,12.69,757,5850.0,7633,28.8,0,1,0,False,True,False,False,False,False,0
1,0.0768,93.57,10.74181674,3.97,762,10260.04167,4361,7.3,1,0,0,True,False,False,False,False,False,0
1,0.1531,348.16,11.30220443,6.59,662,4020.0,4082,60.9,2,0,0,False,False,False,True,False,False,0
1,0.074,186.36,11.55718156,1.23,807,5311.958333,19647,27.4,0,0,0,False,False,False,False,False,False,0
1,0.1392,143.38,9.852194258,23.05,682,1590.0,4483,83.0,1,0,0,False,False,False,False,False,False,0
1,0.1357,468.77,10.96127785,17.5,687,3450.041667,15365,70.2,1,0,0,False,True,False,False,False,False,1
0,0.1158,313.63,11.00209984,7.14,732,3809.958333,5928,28.6,5,0,0,False,False,False,False,False,False,1
1,0.1189,232.15,11.58988651,7.04,792,8640.0,2759,11.0,5,0,0,False,False,False,False,False,False,0
1,0.1183,157.39,10.49127422,21.8,702,2130.0,28450,75.7,2,0,0,False,True,False,False,False,False,0
0,0.1284,268.95,11.21187442,13.83,722,4770.0,4505,25.3,5,0,0,False,False,False,False,False,False,0
1,0.1253,301.2,11.03812636,14.1,697,3000.041667,3006,30.7,3,0,0,False,True,False,False,False,False,0
1,0.1008,161.53,10.6454249,21.77,762,4470.958333,13,1.9,1,0,0,False,False,False,False,True,False,0
0,0.1545,401.2,10.81977828,7.9,662,727.0,1509,30.8,7,0,0,False,False,False,False,False,True,1
1,0.0751,124.44,10.18111929,16.5,737,2763.041667,3053,13.5,0,0,0,False,False,False,False,False,False,0
1,0.0788,109.49,9.852194258,24.32,717,11850.04167,2357,8.8,1,0,0,False,True,False,False,False,False,0
0,0.0832,157.43,10.81977828,0.6,737,609.0,973,8.3,0,0,0,False,False,False,False,False,False,0
1,0.1496,554.32,11.22524339,7.02,742,3720.041667,9218,24.4,0,0,0,False,False,False,False,False,True,0
1,0.1505,381.61,10.46310334,7.78,672,3030.958333,9778,77.6,0,0,0,False,True,False,False,False,False,0
1,0.128,483.81,10.49460201,8.47,662,2670.041667,7104,93.5,2,0,0,False,True,False,False,False,False,1
0,0.1411,136.92,10.81985828,9.96,677,3330.0,10046,77.3,4,0,0,False,True,False,False,False,False,0
1,0.1241,160.38,11.05089001,13.81,672,2880.0,5034,45.4,3,1,1,True,False,False,False,False,False,1
0,0.1551,418.99,10.59663473,2.4,642,2490.0,4340,85.1,3,0,0,False,True,False,False,False,False,0
1,0.1537,418.16,10.91508846,8.51,672,4410.0,7494,94.9,1,0,0,False,True,False,False,False,False,0
1,0.1531,348.16,10.59663473,14.31,672,2789.958333,980,32.7,3,0,0,False,False,False,False,False,False,1
1,0.1286,92.48,10.96819829,13.57,667,2519.958333,3109,42.6,2,0,0,True,False,False,False,False,False,0
1,0.1322,324.49,11.51292546,11.44,692,4770.0,4533,14.3,0,4,0,False,False,False,False,False,False,0
1,0.1178,529.75,10.6214249,15.31,712,3000.041667,19604,43.3,3,0,0,True,False,False,False,False,False,0
0,0.1438,227.66,10.71441777,15.63,642,2099.958333,5575,66.4,0,1,0,False,True,False,False,False,False,1
1,0.0788,218.97,10.91508846,21.84,722,5520.0,23302,67.6,2,0,0,False,False,False,False,True,False,0
1,0.1482,587.82,11.55214618,20.12,667,8250.041667,32406,91.8,1,4,0,True,False,False,False,False,False,0
1,0.1284,487.46,10.72555551,14.24,722,3540.041667,8511,71.5,2,0,0,False,True,False,False,False,False,0
1,0.0963,385.14,10.46310334,15.94,767,7139.958333,12002,29.4,1,0,0,False,True,False,False,False,False,0
1,0.1158,825.34,11.56171563,13.36,752,4980.0,16101,36.9,2,0,0,False,False,False,True,False,False,0
1,0.1411,273.84,10.51867319,16.96,692,1500.0,5252,56.5,2,0,0,False,False,False,False,True,False,0
0,0.1355,135.84,11.27973158,15.06,657,2880.0,42670,65.5,3,1,0,False,False,False,False,False,True,0
1,0.0788,156.41,11.46163217,10.77,732,5880.0,10949,29.0,0,0,0,False,False,False,False,False,False,0
1,0.2011,623.4,11.00209984,21.34,662,3960.0,13337,59.0,0,1,1,False,False,False,False,False,True,1
1,0.1253,167.34,10.59663473,10.56,692,4410.0,15041,66.6,0,0,0,False,False,True,False,False,False,0
1,0.08,156.69,10.98860925,7.12,752,5669.958333,13538,48.9,3,0,0,False,False,False,False,False,False,0
0,0.1103,49.13,10.42228135,13.5,682,1980.0,0,0.0,4,0,0,False,False,False,False,False,False,0
1,0.0712,57.23,10.46310334,11.59,772,5970.041667,6035,19.0,0,0,0,False,False,False,False,False,False,0
0,0.1254,150.63,10.91508846,10.89,662,5760.0,20578,29.7,11,0,0,True,False,False,False,False,False,0
0,0.1355,394.78,10.46310334,21.22,677,5579.041667,30402,71.5,4,0,0,False,True,False,False,False,False,0
1,0.1821,290.07,11.22524339,13.92,662,4889.958333,8111,57.9,2,0,0,False,True,False,False,False,False,0
1,0.1253,160.64,9.505990614,2.05,717,3090.0,1554,23.9,2,0,0,False,False,False,False,False,False,0
1,0.1204,498.51,11.51292546,14.32,677,4439.0,25988,98.8,1,0,0,False,True,False,False,False,False,0
0,0.1273,688.11,11.31447453,21.13,732,5881.0,35227,54.3,5,0,0,True,False,False,False,False,False,0
1,0.1496,866.13,11.3736634,24.19,707,10591.0,13580,48.5,3,0,0,False,True,False,False,False,False,0
1,0.1183,795.22,11.77528973,15.38,812,11705.0,346,0.7,0,0,0,False,True,False,False,False,False,0
0,0.1774,871.71,11.51292546,0.22,727,5670.0,675,4.9,9,0,0,False,False,False,True,False,False,0
1,0.0938,306.98,10.77895629,14.54,742,7362.041667,3865,34.2,0,0,0,True,False,False,False,False,False,0
1,0.1632,529.71,11.91839057,6.55,662,4050.0,22783,93.7,3,1,0,True,False,False,False,False,False,0
1,0.1178,49.67,11.98292909,7.68,682,3630.0,5350,87.7,3,0,0,True,False,False,False,False,False,0
1,0.0932,255.58,10.30895266,8.48,752,3990.0,8840,24.6,2,0,0,False,True,False,False,False,False,0
1,0.1114,393.65,11.22524339,7.82,737,3179.958333,10320,8.9,1,0,0,False,False,False,False,False,False,1
1,0.16,285.66,11.08214255,15.88,702,5549.958333,21438,90.6,1,0,1,False,True,False,False,False,False,1
1,0.0938,175.88,10.93310697,5.36,737,3570.0,2707,56.4,0,0,0,False,True,False,False,False,False,0
1,0.1218,64.11,10.30895266,8.36,712,1349.958333,277,46.2,2,0,0,False,False,True,False,False,False,0
1,0.1496,277.16,10.6454249,4.46,672,1769.958333,5626,26.9,0,0,0,False,False,False,False,True,False,1
0,0.1287,465.82,10.6561293,21.14,702,3600.0,42470,82.6,2,0,0,False,True,False,False,False,False,0
1,0.1253,401.6,10.87812266,16.26,717,2730.0,7464,41.2,2,0,0,False,True,False,False,False,False,1
1,0.1287,336.34,11.35040654,15.8,697,5010.041667,7241,44.7,2,0,0,False,False,False,False,False,False,0
1,0.1099,163.68,10.858999,6.55,692,3510.041667,958,12.1,1,0,1,False,False,False,False,False,False,0
1,0.1442,240.68,10.71441777,15.25,677,3870.041667,23951,97.4,0,0,0,False,True,False,False,False,False,1
1,0.1253,324.63,11.15625052,9.89,707,7083.0,24427,45.6,0,0,0,False,True,False,False,False,False,0
0,0.1261,234.55,11.1844214,25.78,742,12218.95833,52964,71.1,3,0,0,True,False,False,False,False,False,0
1,0.1287,33.64,10.31011865,23.81,692,3989.958333,18154,91.2,0,0,0,False,True,False,False,False,False,0
1,0.1183,198.81,10.82972862,7.96,702,3149.958333,16721,74.6,3,0,0,False,True,False,False,False,False,0
1,0.0894,254.18,11.65268741,2.7,762,6900.0,5914,15.9,4,0,0,False,False,False,False,False,False,0
1,0.1136,822.78,11.41861479,22.59,727,4650.041667,44808,65.8,0,0,0,True,False,False,False,False,False,0
1,0.1025,97.16,10.6454249,0.44,712,4080.0,3752,42.2,0,0,0,False,False,False,False,True,False,0
1,0.1051,173.11,11.35035948,21.12,722,7350.041667,30067,61.8,1,0,0,False,True,False,False,False,False,0
1,0.1322,270.41,10.26813067,14.92,697,2913.0,7054,91.6,0,0,0,False,True,False,False,False,False,0
1,0.0743,155.38,10.71441777,1.12,782,5807.0,1783,0.0,1,0,0,True,False,False,False,False,False,0
1,0.1148,138.47,11.17043516,6.83,717,3810.0,11974,72.1,1,0,0,False,True,False,False,False,False,0
0,0.0838,204.84,10.78931908,4.0,742,3661.0,0,2.9,3,0,0,False,False,False,False,False,False,0
1,0.1253,811.56,12.32385568,12.7,727,9000.0,121563,26.6,1,0,0,False,False,False,True,False,False,0
1,0.0932,319.47,11.45301621,12.29,782,7236.0,0,0.0,0,0,0,False,False,False,True,False,False,0
1,0.1632,370.8,10.73639668,9.97,662,1680.041667,10039,53.7,1,0,0,False,True,False,False,False,False,0
1,0.1253,309.57,9.472704636,0.92,727,3425.958333,3498,47.9,1,0,0,False,False,False,False,False,True,1
1,0.0768,77.98,10.69194491,17.59,787,5768.0,406,1.2,0,0,0,False,False,False,False,True,False,0
1,0.0976,353.71,11.33384664,5.88,717,4500.0,15342,50.0,0,1,0,False,False,False,False,False,False,0
1,0.1158,231.1,10.59663473,17.37,737,3029.958333,1089,13.8,0,0,1,False,True,False,False,False,False,0
1,0.0996,112.87,9.510444964,16.44,712,1649.958333,2864,41.1,1,0,0,False,False,True,False,False,False,0
1,0.0907,210.1,10.37361617,1.84,742,2680.0,4889,10.7,1,0,0,False,False,False,False,False,False,1
1,0.1357,142.67,10.34817337,17.77,677,1679.958333,2187,70.5,1,0,0,False,True,False,False,False,False,0
0,0.1501,346.71,10.34174248,23.34,667,2190.0,3283,63.1,7,0,0,False,False,False,False,False,True,0
1,0.1316,101.32,10.80242865,0.56,717,1259.958333,1672,53.9,2,0,0,False,False,False,True,False,False,0
0,0.1537,69.7,9.998797732,3.22,702,1050.041667,2503,27.5,0,0,0,False,False,False,False,False,False,0
1,0.1008,310.13,11.00209984,19.72,732,5070.0,19500,30.9,0,0,0,False,True,False,False,False,False,0
1,0.1189,82.91,9.998615898,17.13,707,3090.041667,9847,44.4,1,1,0,True,False,False,False,False,False,0
1,0.0788,250.25,10.59663473,24.33,747,2701.041667,2668,14.1,2,0,0,False,True,False,False,False,False,0
0,0.1407,34.21,10.1266311,16.27,642,567.0416667,0,85.0,0,0,0,False,False,False,False,False,False,0
0,0.1916,293.9,10.57704408,13.19,677,869.9583333,634,42.3,3,0,0,False,False,False,False,False,True,1
0,0.087,158.31,10.20359214,0.93,717,300.0,157,5.4,1,0,0,False,False,False,False,True,False,0
1,0.1322,540.81,11.39639165,5.66,732,5160.041667,6847,75.2,3,0,0,False,True,False,False,False,False,0
1,0.1947,383.73,11.12499689,11.74,662,1512.0,6273,43.6,2,0,0,False,False,False,False,False,True,0
1,0.1635,538.77,10.91508846,23.21,677,3660.0,34715,96.7,1,0,0,False,True,False,False,False,False,0
1,0.074,31.06,10.71441777,3.84,762,3360.041667,2387,6.9,1,0,0,False,False,False,False,False,False,0
0,0.1829,185.13,10.49127422,25.67,642,2880.0,5004,60.3,6,0,2,False,True,False,False,False,False,0
1,0.1531,348.16,10.49127422,14.83,667,1769.958333,6922,74.4,2,0,0,False,True,False,False,False,False,0
1,0.1273,570.63,11.09968017,22.75,707,3750.0,26146,76.2,0,0,0,False,True,False,False,False,False,0
0,0.1284,168.09,10.30895266,13.8,687,3210.0,7880,70.8,5,0,0,False,False,False,False,False,False,1
1,0.1392,491.58,11.22524339,16.24,682,4140.041667,9950,58.9,3,0,0,False,True,False,False,False,False,0
1,0.1392,257.74,10.59663473,22.05,682,4469.0,24604,91.8,0,0,0,False,True,False,False,False,False,0
1,0.1078,228.45,10.50506754,7.76,687,2010.041667,6999,65.7,0,0,0,True,False,False,False,False,False,0
1,0.1126,460.09,10.86650919,18.16,727,2910.0,17558,52.7,0,0,0,False,False,False,False,False,False,0
1,0.1218,333.0,9.798127037,10.07,707,4560.041667,7159,73.1,1,1,0,False,False,False,True,False,False,1
0,0.145,258.16,11.91839057,26.27,697,5070.0,91148,95.4,2,0,0,False,True,False,False,False,False,0
0,0.1355,135.84,10.79957558,18.74,667,3540.0,16195,88.5,4,1,0,False,True,False,False,False,False,0
0,0.1134,119.27,10.77895629,13.0,687,5519.958333,82141,91.8,3,0,0,False,True,False,False,False,False,1
1,0.0963,481.42,11.22524339,24.5,787,6540.0,5544,11.3,0,0,0,False,True,False,False,False,False,0
1,0.0963,96.29,10.71441777,5.36,742,2279.958333,10222,75.3,2,0,0,False,False,False,False,False,False,0
1,0.0963,215.04,9.510444964,6.4,807,9209.958333,35,1.7,0,0,0,False,False,False,False,True,False,0
1,0.0859,113.8,10.59663473,10.32,727,3809.958333,3376,49.3,0,2,0,False,False,False,False,False,False,0
0,0.1387,204.69,11.22524339,25.84,702,3248.0,30509,69.2,0,0,0,False,True,False,False,False,False,0
1,0.1148,758.28,11.60823564,11.04,772,4920.041667,60184,46.7,0,0,0,False,False,False,False,False,False,0
0,0.1253,240.96,10.81977828,0.6,717,5010.0,1306,14.4,5,0,0,False,False,False,False,False,True,0
1,0.1531,174.08,10.91508846,9.45,732,2643.041667,0,70.9,0,0,0,False,True,False,False,False,False,0
